epoch,acc,loss
0,0.5450450451426776,0.8991115697576412
1,0.6240786240786241,0.7311796009979904
2,0.6056511056511057,0.685706068364252
3,0.6232596232596233,0.6667125400805649
4,0.6388206387718226,0.6529095606370405
5,0.6650286650774813,0.6388245533471416
6,0.6998361997873835,0.6248268997151768
7,0.6990171991148315,0.6105264574655443
8,0.7027027026538865,0.5984504203831534
9,0.7043407042430718,0.5871138652751526
10,0.7027027026538865,0.5801569066215596
11,0.7022932022443861,0.5709677480655455
12,0.7010647010891092,0.5648792354324428
13,0.7088452087963926,0.5590859850247701
14,0.7125307124818963,0.5527302309882924
15,0.7117117116628955,0.5462923268623571
16,0.7149877150853475,0.5392212366393899
17,0.722358722309906,0.5328762651368499
18,0.7231777232265394,0.5267983836340767
19,0.726453726356094,0.5214967174817069
20,0.7383292382804221,0.5142443330194206
21,0.7391482391970554,0.5092280978164548
22,0.7481572480596157,0.500509929232281
23,0.7522522521546198,0.4934086820612571
24,0.7600327600815763,0.48739239995739286
25,0.766584766487134,0.47819851730613805
26,0.771498771401139,0.4689656918308561
27,0.7780507780019618,0.4610022465583245
28,0.7858312857824695,0.4536000073297799
29,0.7903357904334228,0.4439971724755446
30,0.7936117935629774,0.4359066831001388
31,0.8013923013434852,0.4264103640892972
32,0.812448812546445,0.4182930241638671
33,0.8116298116298116,0.41060678320376237
34,0.8173628174116336,0.4030678524627342
35,0.8235053234565073,0.3966748983424575
36,0.8251433250945089,0.3895388775727087
37,0.8288288288776451,0.38442676527201397
38,0.8345618346106508,0.37670847278066977
39,0.8398853397877074,0.37221930663571995
40,0.8443898443898444,0.36534247249608937
41,0.8439803440291602,0.3567040799388526
42,0.8513513514001676,0.35374365623713905
43,0.8546273546761709,0.348571828503183
44,0.8542178542666705,0.34176953950931943
45,0.8566748565772242,0.3438639457503076
46,0.8615888615400453,0.333008620164904
47,0.8607698606722283,0.3313808108479346
48,0.861998361998362,0.3270808567432572
49,0.8648648649136811,0.32600022092107667
50,0.8599508599996762,0.32303473748797573
51,0.8673218672242348,0.31829797926249803
52,0.863226863178047,0.31532182681765547
53,0.8693693694181857,0.3123642295037597
54,0.8705978705978706,0.3099351630017564
55,0.8648648648648649,0.30894761998740305
56,0.8710073710561873,0.3052443480218267
57,0.866912366912367,0.30545638810406933
58,0.8697788696812373,0.3041573196625143
59,0.8763308762332438,0.2995770603638023
60,0.8693693694181857,0.29835678338028193
61,0.8730548730548731,0.29678667498406186
62,0.8734643734643734,0.29777470391539645
63,0.8738738739226901,0.29455643970394213
64,0.8738738738738738,0.2927301768442337
65,0.8742833741857418,0.29240340145760924
66,0.8742833741857418,0.28778225266474566
67,0.8755118755606918,0.2891401628750841
68,0.8783783784271947,0.29005728878025927
69,0.8808353808353808,0.28359366683052956
70,0.8775593775593775,0.2836283014371784
71,0.8824733825221988,0.2847811207724438
72,0.8828828827852504,0.278928515378517
73,0.8869778869778869,0.28039311825081914
74,0.8861588861100699,0.27465489301693236
75,0.8816543815567491,0.27845158345576293
76,0.8886158885182561,0.2734359891613813
77,0.8877968877480715,0.2747448727207824
78,0.8853398854375178,0.27482451985450573
79,0.8816543817031979,0.274817885261984
80,0.8816543816543817,0.27385217255251415
81,0.8861588860612537,0.2737570425143113
82,0.8861588860612537,0.2723846811187941
83,0.8853398852910691,0.27081322591876905
84,0.8841113841113841,0.2716344835253449
85,0.8931203931203932,0.26340698030373777
86,0.8902538903027065,0.26707164756496066
87,0.8890253889277565,0.2686732404672348
88,0.8923013923013923,0.2660477469926189
89,0.8906633907122069,0.26114762361473376
90,0.8882063882552045,0.26470434377664037
91,0.8894348893372569,0.26414040045890524
92,0.8890253891230215,0.26415015087080823
93,0.8947583947583948,0.2577270568881632
94,0.8898443898443898,0.25584145163069194
95,0.893529893432261,0.2569966317077429
96,0.8931203930227606,0.25776970290093026
97,0.8898443897955736,0.262391531789625
98,0.8886158885670724,0.259670652638294
99,0.8951678951678952,0.25674611549705484
100,0.8939393939882102,0.2525690255059657
101,0.8955773955773956,0.25192466334277347
102,0.8902538901562578,0.2579781393795888
103,0.8972153971177647,0.2539670972624926
104,0.8988533988533989,0.2541956087173154
105,0.8996723996723996,0.2482775477059399
106,0.8968058967082643,0.24959343605896764
107,0.8988533989022152,0.24933258206701786
108,0.898034398034398,0.2497525233149919
109,0.8976248976248976,0.247266995324696
110,0.8996723995747672,0.2474149704516471
111,0.903357903309087,0.24451372867036705
112,0.9000818999842676,0.24590527845346763
113,0.8996723997212159,0.24740375057289973
114,0.9029484028507705,0.24567502988448991
115,0.9025389025877187,0.2474872073269984
116,0.9041769040792716,0.24163429235259984
117,0.90253890244127,0.24090799634374624
118,0.9004914004914005,0.24327474239417318
119,0.8963963964452126,0.24404693955676074
120,0.904586404488772,0.24006010722567273
121,0.9017199016710855,0.23812012346331748
122,0.9029484028995867,0.24015333928796329
123,0.8963963962987639,0.24156443011946213
124,0.9021294021294022,0.24090069484798562
125,0.9017199016222692,0.23718369063249287
126,0.9033579032602709,0.23788423676358003
127,0.9004914005402167,0.2400764652103015
128,0.9062244062732224,0.2340841280642735
129,0.904995904995905,0.23634159907295899
130,0.9082719081742757,0.2372739669438955
131,0.9017199016222692,0.23712344991194234
132,0.9029484029972192,0.23649604221917292
133,0.9045864046352209,0.23224053872988715
134,0.9049959048982725,0.2325914574147833
135,0.9041769042257204,0.23315562003953452
136,0.9062244062244063,0.23250628369238707
137,0.9033579033579033,0.22867651990356258
138,0.90622440617559,0.23185399748281219
139,0.9013104013104013,0.23153085058385675
140,0.904995904995905,0.22745145684036439
141,0.907452907355275,0.2278197400155954
142,0.9041769042257204,0.22704985254519694
143,0.905814905863722,0.22964814402937986
144,0.908681408730225,0.22705600986121424
145,0.9033579033579033,0.2272213899197147
146,0.9033579032602709,0.22921753691221045
147,0.9070434069457746,0.2227800550224545
148,0.9054054053077729,0.2234977820093372
149,0.9045864046352209,0.22663769992426905
150,0.9090909089932766,0.22169414575743343
151,0.9029484028507705,0.22540938444161004
152,0.9111384110407786,0.21999349777665322
153,0.9078624077647753,0.22031602325691346
154,0.9123669124157286,0.21958564478144305
155,0.9062244062244063,0.2223709204968715
156,0.9099099099587261,0.22109995231972085
157,0.9078624079112241,0.21785254291976502
158,0.9078624078624079,0.22201163261323362
159,0.9103194103682266,0.21902881627391343
160,0.910319410270594,0.2208956326743211
161,0.9119574120062283,0.22118278847279654
162,0.9054054053077729,0.2170474799830439
163,0.9090909091397253,0.21489007589174625
164,0.911957411957412,0.21457420964401144
165,0.9103194103194103,0.2180280504804669
166,0.9107289106312783,0.21555309767707462
167,0.907043407043407,0.21927663926752156
168,0.9119574118597794,0.2114507862527677
169,0.911957411957412,0.20802670158293285
170,0.9131859132347294,0.21302356923046314
171,0.9107289106312783,0.2120920439707657
172,0.9123669122692799,0.2099911497568713
173,0.911957411957412,0.21200211468190078
174,0.907452907355275,0.2119004812082436
175,0.916052416052416,0.21117318547914304
176,0.9156429155452831,0.2087426049288524
177,0.9099099099099099,0.21223212096971336
178,0.9115479115479116,0.2110421681497475
179,0.9111384110407786,0.2128673552929818
180,0.9082719081742757,0.20765620958209527
181,0.9131859131859131,0.21125682319509115
182,0.9131859131859131,0.20828534403387197
183,0.913185913137097,0.2083190110840825
184,0.9131859130882807,0.21096239516619872
185,0.916052416052416,0.20631415906143324
186,0.916461916364284,0.20716950284541386
187,0.9148239148239148,0.20654250231680568
188,0.9131859131859131,0.20284051663813582
189,0.9168714167737844,0.2052185426326583
190,0.9213759213759214,0.2018650973629112
191,0.915642915691732,0.2075458092830105
192,0.9156429155452831,0.20427427486646965
193,0.9127764127764127,0.20403229899820394
194,0.9180999180022856,0.202310963635265
195,0.9152334151357827,0.20335214822434872
196,0.9160524159547836,0.20171250042907535
197,0.9156429156429157,0.2070120685931408
198,0.9152334152822315,0.1990605345229259
199,0.9086814085837762,0.20492633296684784
200,0.9123669123669124,0.2063179691257314
201,0.9164619165107327,0.20296320514440733
202,0.917690417739234,0.19731685360565623
203,0.9123669123669124,0.20008875419867028
204,0.9180999181487344,0.19694603687910445
205,0.9221949220972897,0.1986433225367325
206,0.9168714169202331,0.20102219079772923
207,0.9176904175927851,0.19928501114359065
208,0.9176904175927851,0.19520709957137253
209,0.920966420966421,0.19398129162707356
210,0.9246519246519247,0.19767674845837843
211,0.920966420966421,0.19877575674108752
212,0.9201474201474201,0.19333150513000316
213,0.9180999180999181,0.19497963621980532
214,0.9217854218342381,0.1932118364184924
215,0.920556920459288,0.19323338354639497
216,0.9144144144144144,0.1969795429882312
217,0.9185094185094185,0.19682884196782094
218,0.9197379196402873,0.1948134086958997
219,0.9185094185094185,0.20001341233504394
220,0.9213759214247377,0.19607616810892373
221,0.9205569205569205,0.19323090276544352
222,0.9213759213759214,0.1901628725859203
223,0.9172809172809173,0.18829624867486255
224,0.9168714168714168,0.1936898045867291
225,0.9226044226044227,0.18918711279597467
226,0.9197379196402873,0.1888892536496257
227,0.9209664208687884,0.1908436254289285
228,0.9226044225067901,0.18954473179837508
229,0.920556920459288,0.19046557630602207
230,0.9226044226532388,0.18502432984177156
231,0.9180999180999181,0.19047266391337064
232,0.9266994266994267,0.1844884077381468
233,0.9242424242424242,0.1864435417573048
234,0.9271089271089271,0.18853583850765893
235,0.9221949221949222,0.1824323985112387
236,0.923013923013923,0.18573635075177256
237,0.9295659295659295,0.18192867789475475
238,0.920556920459288,0.1886190765344345
239,0.927518427420795,0.1798944878685582
240,0.9221949221949222,0.18905347249303608
241,0.9258804257827934,0.18040773414081476
242,0.9217854217854218,0.18511718071014738
243,0.9283374283374284,0.18370595555462668
244,0.9279279279279279,0.1791277126478524
245,0.9266994266017942,0.18137424434920396
246,0.9250614249637925,0.18948860881418406
247,0.9258804258804259,0.17920522485157195
248,0.9279279278302954,0.1791018405524948
249,0.9266994266017942,0.1801186096804929
250,0.9262899262899262,0.18016424088034838
251,0.9234234234234234,0.1840786197505751
252,0.9258804258804259,0.1758010055714216
253,0.9279279278302954,0.17597734001842705
254,0.9275184275184275,0.1779180231285232
255,0.925470925373293,0.17746220354561335
256,0.9250614249637925,0.1753316232042172
257,0.9291564290587967,0.17919205738129332
258,0.9295659294682971,0.17349923228163097
259,0.9275184274696112,0.17975135990872332
260,0.9250614250614251,0.17371342556641103
261,0.9303849302872979,0.17110272387712339
262,0.9262899261922938,0.17292975913199315
263,0.9303849303849304,0.17185663083456854
264,0.9246519245542921,0.17542200454988996
265,0.9283374283374284,0.17347601638842958
266,0.9332514333002495,0.16956859375491287
267,0.925470925373293,0.17437527435515182
268,0.9283374283374284,0.1687515708118262
269,0.9312039311062987,0.16981650287259514
270,0.9275184275672438,0.16947567826602228
271,0.9320229320717482,0.16500583061617383
272,0.9307944306967982,0.16942226569443625
273,0.9303849302872979,0.16991656983269715
274,0.9271089270112945,0.16638113762100246
275,0.9316134316134316,0.1672283553874561
276,0.9303849304337466,0.1664624144243081
277,0.9279279278302954,0.1716120728794226
278,0.9352989352989353,0.1626064433646827
279,0.9316134316134316,0.16309852796827157
280,0.9303849302872979,0.16681568196423224
281,0.9328419328419328,0.16226841515444226
282,0.9299754298777975,0.1732939130868412
283,0.9291564291564292,0.16418959845519523
284,0.9365274364298041,0.1601846534926612
285,0.9320229320229321,0.16299614109507748
286,0.9279279278302954,0.1657359641438913
287,0.9344799345287508,0.1664154553491497
288,0.9381654381654382,0.16061057332204465
289,0.9332514333002495,0.16342716703739057
290,0.9332514332514332,0.1629853055649952
291,0.9299754298777975,0.16299402943212024
292,0.9332514333002495,0.16170986388473604
293,0.9312039311062987,0.16156619124535554
294,0.9324324323347999,0.16225400321753078
295,0.9348894347918024,0.16012848539004845
296,0.9344799344799345,0.1605507556522947
297,0.9324324324812487,0.16029075569153614
298,0.9307944306967982,0.1599323290425378
299,0.9332514331538008,0.16085589105335052
300,0.9348894349382512,0.15849530462550881
301,0.9328419327443004,0.16090343333628215
302,0.9340704339728015,0.15897849717167534
303,0.9312039312039312,0.16173956584700983
304,0.9336609335633012,0.15682200007415228
305,0.9320229319252995,0.1594871933176125
306,0.9352989352989353,0.16189908072120532
307,0.9365274364298041,0.15680066945243332
308,0.9340704341192503,0.15673495720489214
309,0.9357084357084358,0.15644293398360656
310,0.9402129403105727,0.1513565645952092
311,0.9336609335633012,0.15779642566709026
312,0.938984438984439,0.1505540537325258
313,0.9381654380678056,0.1518360396372696
314,0.9357084357084358,0.15533893776906504
315,0.9328419327443004,0.15560941638563813
316,0.9373464373952536,0.1516589197977755
317,0.9357084356108032,0.15443422030855847
318,0.9385749385749386,0.14766925494937894
319,0.9361179360203036,0.15545177964965015
320,0.9361179360203036,0.15739125931096995
321,0.9398034398034398,0.1514337323377188
322,0.9422604423092585,0.15072353097574326
323,0.9352989352013028,0.1494117267887481
324,0.9414414414414415,0.15113940042345178
325,0.9357084357084358,0.15163908774959173
326,0.943079443079443,0.14780274181825817
327,0.9398034398034398,0.1498253299556459
328,0.9398034398034398,0.1487864494647138
329,0.9369369369857532,0.14898443156143956
330,0.9393939392963069,0.15481307570510572
331,0.943079443079443,0.14537188151117528
332,0.9393939392963069,0.14935525934487265
333,0.9393939392963069,0.14490770759102167
334,0.941031941031941,0.148476085696525
335,0.9402129401153078,0.14523727391266023
336,0.9451269451269452,0.14444911860564172
337,0.9385749385749386,0.14460843756343378
338,0.9402129402129402,0.143166869890973
339,0.9443079442103118,0.143449152423943
