3,-1
6,1
12,-1
48,-1
96,1
119,-1
125,1
187,-1
190,1
192,-1
215,1
221,-1
235,1
238,-1
287,-1
371,-1
374,-1
380,1
467,-1
470,-1
476,-1
559,-1
739,-1
742,-1
748,-1
768,-1
791,1
797,-1
814,-1
839,-1
881,1
884,-1
907,1
910,1
952,1
977,1
994,-1
1000,1
1023,-1
1103,-1
1139,-1
1142,-1
1148,-1
1536,1
1559,1
1565,1
1582,-1
1607,-1
1649,1
1652,1
1675,1
1678,1
1720,1
1745,1
1762,1
1768,1
1791,1
1811,1
1814,1
1820,1
1859,1
1862,1
1868,-1
1904,1
2000,1
2043,1
2046,1
2191,-1
2227,-1
2230,-1
2236,-1
2275,1
2278,-1
2284,-1
2559,1
2947,1
2950,1
2956,-1
2992,1
3040,1
3063,1
3069,1
3072,-1
3095,1
3101,1
3118,-1
3143,-1
3185,1
3188,-1
3211,-1
3214,1
3256,1
3281,1
3298,-1
3304,1
3327,-1
3347,-1
3350,1
3356,1
3440,1
3536,1
3579,1
3582,1
3619,-1
3622,1
3628,1
3715,1
3718,1
3724,1
3760,1
3808,1
3831,1
3837,1
3857,-1
3874,-1
3903,1
3908,-1
3976,-1
3999,1
4047,1
4083,1
4086,1
4089,1
4092,1
4367,-1
4403,-1
4406,-1
4412,-1
4451,-1
4454,-1
4460,-1
4547,-1
4550,-1
4556,-1
4592,-1
5103,-1
5503,-1
5891,1
5894,1
5900,-1
5936,1
5984,1
6007,-1
6013,1
6075,-1
6078,1
6080,1
6103,1
6109,-1
6123,1
6126,-1
6591,-1
6639,-1
7427,-1
7430,1
7436,1
7472,1
7520,1
7543,-1
7549,1
7611,-1
7614,1
7616,1
7639,1
7645,-1
7659,1
7662,-1
7983,1
8079,1
8115,1
8118,1
8124,1
8163,1
8166,1
8172,1
8719,-1
8755,-1
8758,-1
8764,-1
8803,-1
8806,-1
8812,-1
8899,-1
8902,-1
8908,-1
8944,-1
9087,-1
9183,-1
9855,-1
10943,-1
10991,-1
11779,-1
11782,1
11788,-1
11824,-1
11872,1
11895,-1
11901,1
11963,-1
11966,1
11968,-1
11991,1
11997,-1
12011,1
12014,-1
12063,1
12147,1
12150,1
12156,1
12243,1
12246,1
12252,1
12288,-1
12311,-1
12317,-1
12334,-1
12359,-1
12401,1
12404,-1
12427,-1
12430,1
12472,1
12497,-1
12514,-1
12520,-1
12543,-1
12563,-1
12566,-1
12572,-1
12656,1
12752,-1
12795,-1
12798,-1
12835,-1
12838,-1
12844,-1
13024,-1
13047,-1
13053,-1
13073,-1
13090,-1
13119,-1
13124,-1
13167,-1
13192,-1
13215,-1
13263,-1
13299,-1
13302,-1
13305,-1
13308,-1
13379,-1
13382,-1
13388,-1
13424,1
13563,1
13566,1
13663,-1
13841,-1
13858,-1
13887,1
13892,-1
13935,-1
13960,-1
13983,1
14031,1
14067,1
14073,1
14076,1
14096,-1
14142,1
14144,-1
14167,-1
14173,-1
14190,-1
14235,1
14238,1
14283,1
14286,1
14322,1
14328,1
14467,-1
14470,-1
14476,-1
14512,1
14560,1
14583,1
14589,1
14751,-1
14835,1
14838,-1
14844,1
15023,-1
15232,-1
15255,1
15261,-1
15278,-1
15303,1
15345,1
15348,1
15377,-1
15394,-1
15423,1
15428,-1
15496,-1
15519,1
15567,-1
15603,1
15606,1
15609,1
15612,1
15632,-1
15678,1
15703,-1
15771,-1
15774,1
15858,1
15864,1
15904,-1
15927,1
15933,1
15975,-1
16000,1
16023,1
16029,1
16043,-1
16046,1
16071,1
16113,1
16116,1
16143,1
16179,-1
16182,1
16188,1
16213,-1
16227,1
16230,-1
16236,1
16275,1
16278,1
16281,-1
16284,1
16298,-1
16323,1
16326,1
16332,-1
16368,1
17423,-1
17459,-1
17462,-1
17468,-1
17507,-1
17510,-1
17516,-1
17603,-1
17606,-1
17612,-1
17648,-1
17791,-1
17887,-1
18159,-1
18179,-1
18182,1
18188,-1
18224,-1
18272,1
18295,-1
18301,1
18363,-1
18366,1
18368,-1
18391,1
18397,-1
18411,1
18414,-1
19647,-1
19695,-1
20367,1
20403,1
20406,1
20412,1
20451,1
20454,1
20460,1
21823,-1
21871,-1
21967,-1
22003,-1
22006,-1
22012,-1
24576,1
24599,-1
24605,-1
24622,-1
24647,-1
24689,1
24692,1
24715,-1
24718,-1
24760,1
24785,1
24802,1
24808,1
24831,1
24851,-1
24854,-1
24860,-1
24944,1
25040,1
25083,1
25086,1
25123,-1
25126,-1
25132,-1
25312,1
25335,-1
25341,-1
25361,-1
25378,-1
25407,-1
25412,-1
25480,-1
25503,-1
25551,1
25587,1
25590,-1
25593,1
25596,1
25667,-1
25670,-1
25676,-1
25712,1
25851,-1
25854,-1
25951,-1
26129,-1
26146,-1
26175,-1
26180,-1
26223,-1
26248,-1
26271,-1
26319,-1
26355,-1
26358,-1
26361,-1
26364,-1
26384,-1
26430,-1
26432,-1
26455,-1
26461,-1
26478,-1
26523,-1
26526,1
26571,1
26574,-1
26610,1
26616,1
26755,-1
26758,-1
26764,-1
26800,1
26848,1
26871,1
26877,1
27039,-1
27123,1
27126,1
27132,1
27311,-1
27520,-1
27543,-1
27549,-1
27566,-1
27591,1
27633,1
27636,1
27665,-1
27682,-1
27711,1
27716,-1
27784,-1
27807,-1
27855,-1
27891,1
27894,-1
27897,1
27900,1
27920,-1
27966,1
27991,-1
28059,-1
28062,-1
28146,1
28152,1
28192,-1
28215,-1
28221,1
28263,-1
28288,-1
28311,1
28317,-1
28331,-1
28334,-1
28359,-1
28401,1
28404,1
28467,-1
28470,-1
28476,1
28501,-1
28518,-1
28563,-1
28566,1
28569,-1
28572,-1
28586,-1
28611,1
28614,-1
28620,-1
28656,1
28931,-1
28934,-1
28940,1
28976,1
29024,1
29047,-1
29053,1
29115,-1
29118,-1
29120,1
29143,1
29149,-1
29163,1
29166,-1
29487,-1
29667,1
29670,-1
29676,1
29699,-1
29702,-1
29708,-1
29744,-1
29792,-1
29815,-1
29821,1
29883,-1
29886,1
29888,-1
